0/500000, loss = 107.877, regloss = 1.07877, valid_loss = 106.147, time = 4.560, learning_rate=0.0001000000
1420/500000, loss = -45.704, regloss = -43.31695, valid_loss = -45.736, time = 1.084, learning_rate=0.0000010000
1440/500000, loss = -46.137, regloss = -43.75284, valid_loss = -45.382, time = 1.343, learning_rate=0.0000010000
1460/500000, loss = -45.282, regloss = -44.08969, valid_loss = -46.324, time = 1.233, learning_rate=0.0000010000
1480/500000, loss = -45.075, regloss = -44.36852, valid_loss = -45.628, time = 1.306, learning_rate=0.0000010000
1500/500000, loss = -44.923, regloss = -44.62102, valid_loss = -45.055, time = 1.366, learning_rate=0.0000010000
1520/500000, loss = -44.294, regloss = -44.81997, valid_loss = -46.010, time = 1.266, learning_rate=0.0000010000
1540/500000, loss = -45.504, regloss = -45.00131, valid_loss = -44.829, time = 1.092, learning_rate=0.0000010000
1560/500000, loss = -46.181, regloss = -45.12399, valid_loss = -46.422, time = 1.076, learning_rate=0.0000010000
1580/500000, loss = -45.481, regloss = -45.22449, valid_loss = -46.410, time = 1.316, learning_rate=0.0000010000
1600/500000, loss = -45.333, regloss = -45.36047, valid_loss = -45.847, time = 1.321, learning_rate=0.0000010000
1620/500000, loss = -46.311, regloss = -45.46390, valid_loss = -45.653, time = 1.175, learning_rate=0.0000010000
1640/500000, loss = -45.936, regloss = -45.55366, valid_loss = -46.263, time = 1.157, learning_rate=0.0000010000
1660/500000, loss = -46.129, regloss = -45.65118, valid_loss = -45.700, time = 1.151, learning_rate=0.0000010000
1680/500000, loss = -46.446, regloss = -45.73448, valid_loss = -45.702, time = 1.203, learning_rate=0.0000010000
1700/500000, loss = -46.543, regloss = -45.78053, valid_loss = -46.230, time = 1.145, learning_rate=0.0000010000
1720/500000, loss = -45.757, regloss = -45.85939, valid_loss = -45.824, time = 1.135, learning_rate=0.0000010000
1740/500000, loss = -46.276, regloss = -45.91542, valid_loss = -46.476, time = 1.235, learning_rate=0.0000010000
1760/500000, loss = -46.017, regloss = -45.95177, valid_loss = -44.879, time = 1.234, learning_rate=0.0000010000
1780/500000, loss = -45.948, regloss = -45.97250, valid_loss = -46.241, time = 1.223, learning_rate=0.0000010000
1800/500000, loss = -46.574, regloss = -46.00915, valid_loss = -45.543, time = 1.218, learning_rate=0.0000010000
1820/500000, loss = -45.845, regloss = -46.03290, valid_loss = -46.479, time = 1.110, learning_rate=0.0000010000
1840/500000, loss = -47.098, regloss = -46.06549, valid_loss = -46.392, time = 1.228, learning_rate=0.0000010000
1860/500000, loss = -46.140, regloss = -46.09135, valid_loss = -46.743, time = 1.166, learning_rate=0.0000010000
1880/500000, loss = -46.218, regloss = -46.11779, valid_loss = -46.766, time = 1.081, learning_rate=0.0000010000
1900/500000, loss = -45.899, regloss = -46.17364, valid_loss = -45.348, time = 1.230, learning_rate=0.0000010000
1920/500000, loss = -46.355, regloss = -46.18771, valid_loss = -46.066, time = 1.153, learning_rate=0.0000010000
1940/500000, loss = -45.500, regloss = -46.18032, valid_loss = -45.989, time = 1.255, learning_rate=0.0000010000
1960/500000, loss = -46.032, regloss = -46.20839, valid_loss = -46.609, time = 1.267, learning_rate=0.0000010000
1980/500000, loss = -45.557, regloss = -46.23597, valid_loss = -46.697, time = 1.266, learning_rate=0.0000010000
2000/500000, loss = -46.041, regloss = -46.24848, valid_loss = -46.185, time = 1.303, learning_rate=0.0000010000
2020/500000, loss = -46.641, regloss = -46.27422, valid_loss = -46.587, time = 1.225, learning_rate=0.0000010000
2040/500000, loss = -45.815, regloss = -46.31187, valid_loss = -46.687, time = 1.093, learning_rate=0.0000010000
2060/500000, loss = -46.428, regloss = -46.32194, valid_loss = -45.385, time = 1.238, learning_rate=0.0000010000
2080/500000, loss = -45.720, regloss = -46.33098, valid_loss = -45.805, time = 1.093, learning_rate=0.0000010000
2100/500000, loss = -46.182, regloss = -46.31468, valid_loss = -45.663, time = 1.068, learning_rate=0.0000010000
2120/500000, loss = -46.502, regloss = -46.35000, valid_loss = -46.304, time = 1.211, learning_rate=0.0000010000
2140/500000, loss = -46.514, regloss = -46.39180, valid_loss = -47.155, time = 1.101, learning_rate=0.0000010000
2160/500000, loss = -46.260, regloss = -46.43329, valid_loss = -46.678, time = 1.054, learning_rate=0.0000010000
2180/500000, loss = -46.370, regloss = -46.47339, valid_loss = -46.303, time = 1.249, learning_rate=0.0000010000
2200/500000, loss = -47.396, regloss = -46.50193, valid_loss = -47.041, time = 1.109, learning_rate=0.0000010000
2220/500000, loss = -47.733, regloss = -46.51374, valid_loss = -46.342, time = 1.201, learning_rate=0.0000010000
2240/500000, loss = -46.111, regloss = -46.52056, valid_loss = -46.606, time = 1.094, learning_rate=0.0000010000
2260/500000, loss = -47.035, regloss = -46.53838, valid_loss = -46.788, time = 1.077, learning_rate=0.0000010000
2280/500000, loss = -47.255, regloss = -46.56091, valid_loss = -46.860, time = 1.219, learning_rate=0.0000010000
2300/500000, loss = -46.614, regloss = -46.62139, valid_loss = -46.322, time = 1.170, learning_rate=0.0000010000
2320/500000, loss = -46.876, regloss = -46.61560, valid_loss = -47.232, time = 1.232, learning_rate=0.0000010000
2340/500000, loss = -47.027, regloss = -46.62639, valid_loss = -47.168, time = 1.205, learning_rate=0.0000010000
2360/500000, loss = -46.279, regloss = -46.65626, valid_loss = -47.056, time = 1.083, learning_rate=0.0000010000
2380/500000, loss = -47.021, regloss = -46.69529, valid_loss = -46.457, time = 1.052, learning_rate=0.0000010000
2400/500000, loss = -46.612, regloss = -46.70335, valid_loss = -47.132, time = 1.064, learning_rate=0.0000010000
2420/500000, loss = -47.040, regloss = -46.75478, valid_loss = -46.631, time = 1.189, learning_rate=0.0000010000
2440/500000, loss = -46.582, regloss = -46.77083, valid_loss = -46.730, time = 1.198, learning_rate=0.0000010000
2460/500000, loss = -46.966, regloss = -46.78377, valid_loss = -47.234, time = 1.159, learning_rate=0.0000010000
2480/500000, loss = -46.672, regloss = -46.77865, valid_loss = -45.536, time = 1.242, learning_rate=0.0000010000
2500/500000, loss = -47.654, regloss = -46.79143, valid_loss = -47.041, time = 1.160, learning_rate=0.0000010000
2520/500000, loss = -46.316, regloss = -46.80816, valid_loss = -47.073, time = 1.047, learning_rate=0.0000010000
2540/500000, loss = -47.498, regloss = -46.85918, valid_loss = -46.364, time = 1.045, learning_rate=0.0000010000
2560/500000, loss = -47.370, regloss = -46.87991, valid_loss = -47.073, time = 1.227, learning_rate=0.0000010000
2580/500000, loss = -46.546, regloss = -46.90782, valid_loss = -47.198, time = 1.149, learning_rate=0.0000010000
2600/500000, loss = -47.542, regloss = -46.96439, valid_loss = -46.931, time = 1.177, learning_rate=0.0000010000
2620/500000, loss = -46.896, regloss = -46.97921, valid_loss = -47.921, time = 1.113, learning_rate=0.0000010000
0/500000, loss = 102.461, regloss = 1.02461, valid_loss = 102.452, time = 7.617, learning_rate=0.0001000000
20/500000, loss = 100.630, regloss = 19.35422, valid_loss = 100.479, time = 1.187, learning_rate=0.0001000000
40/500000, loss = 94.713, regloss = 33.68169, valid_loss = 94.208, time = 1.150, learning_rate=0.0001000000
60/500000, loss = 74.375, regloss = 43.08700, valid_loss = 73.242, time = 1.171, learning_rate=0.0001000000
80/500000, loss = 53.279, regloss = 46.63048, valid_loss = 52.420, time = 1.171, learning_rate=0.0001000000
100/500000, loss = 36.639, regloss = 46.06427, valid_loss = 36.724, time = 1.187, learning_rate=0.0001000000
120/500000, loss = 28.201, regloss = 43.55780, valid_loss = 28.604, time = 1.175, learning_rate=0.0001000000
140/500000, loss = 22.513, regloss = 40.22631, valid_loss = 23.896, time = 1.157, learning_rate=0.0001000000
160/500000, loss = 18.535, regloss = 36.79602, valid_loss = 20.585, time = 1.163, learning_rate=0.0001000000
180/500000, loss = 17.278, regloss = 33.88971, valid_loss = 20.967, time = 1.187, learning_rate=0.0001000000
200/500000, loss = 14.925, regloss = 30.96848, valid_loss = 15.950, time = 1.172, learning_rate=0.0001000000
220/500000, loss = 18.535, regloss = 28.06168, valid_loss = 14.185, time = 1.196, learning_rate=0.0001000000
240/500000, loss = 13.037, regloss = 25.65050, valid_loss = 11.794, time = 1.154, learning_rate=0.0001000000
260/500000, loss = 7.171, regloss = 22.91612, valid_loss = 8.919, time = 1.150, learning_rate=0.0001000000
280/500000, loss = 9.630, regloss = 20.07813, valid_loss = 5.331, time = 1.172, learning_rate=0.0001000000
300/500000, loss = 0.476, regloss = 17.64220, valid_loss = 0.779, time = 1.158, learning_rate=0.0001000000
320/500000, loss = -2.448, regloss = 14.14967, valid_loss = -3.086, time = 1.148, learning_rate=0.0001000000
340/500000, loss = -8.909, regloss = 10.92393, valid_loss = -2.551, time = 1.168, learning_rate=0.0001000000
360/500000, loss = -16.102, regloss = 7.30083, valid_loss = -11.626, time = 1.178, learning_rate=0.0001000000
380/500000, loss = -10.591, regloss = 4.08282, valid_loss = -17.635, time = 1.172, learning_rate=0.0001000000
400/500000, loss = -22.560, regloss = -0.09319, valid_loss = -24.064, time = 1.179, learning_rate=0.0001000000
420/500000, loss = -22.127, regloss = -4.26525, valid_loss = -28.402, time = 1.160, learning_rate=0.0001000000
440/500000, loss = -27.647, regloss = -8.08065, valid_loss = -31.821, time = 1.164, learning_rate=0.0001000000
460/500000, loss = -16.209, regloss = -10.94431, valid_loss = -22.773, time = 1.176, learning_rate=0.0001000000
480/500000, loss = -29.513, regloss = -13.87026, valid_loss = -14.695, time = 1.176, learning_rate=0.0001000000
500/500000, loss = -34.204, regloss = -16.56431, valid_loss = -28.545, time = 1.135, learning_rate=0.0001000000
520/500000, loss = -28.919, regloss = -19.01235, valid_loss = -28.143, time = 1.182, learning_rate=0.0001000000
540/500000, loss = -35.310, regloss = -20.47611, valid_loss = -31.628, time = 1.145, learning_rate=0.0001000000
560/500000, loss = -38.838, regloss = -22.97545, valid_loss = -30.746, time = 1.151, learning_rate=0.0001000000
580/500000, loss = -35.796, regloss = -24.46145, valid_loss = -37.281, time = 1.182, learning_rate=0.0001000000
600/500000, loss = -38.566, regloss = -26.98095, valid_loss = -41.658, time = 1.168, learning_rate=0.0001000000
620/500000, loss = -44.399, regloss = -29.76205, valid_loss = -37.470, time = 1.147, learning_rate=0.0001000000
640/500000, loss = -43.560, regloss = -31.85977, valid_loss = -36.739, time = 1.141, learning_rate=0.0001000000
660/500000, loss = -44.934, regloss = -33.70683, valid_loss = -46.806, time = 1.164, learning_rate=0.0001000000
680/500000, loss = -47.388, regloss = -35.61565, valid_loss = -46.655, time = 1.137, learning_rate=0.0001000000
700/500000, loss = -45.357, regloss = -36.74428, valid_loss = -38.369, time = 1.158, learning_rate=0.0001000000
720/500000, loss = -28.220, regloss = -36.19448, valid_loss = -11.799, time = 1.172, learning_rate=0.0001000000
740/500000, loss = -45.623, regloss = -36.01628, valid_loss = -40.140, time = 1.158, learning_rate=0.0001000000
760/500000, loss = -49.405, regloss = -37.45547, valid_loss = -47.977, time = 1.146, learning_rate=0.0001000000
780/500000, loss = -50.996, regloss = -39.49541, valid_loss = -44.539, time = 1.194, learning_rate=0.0001000000
800/500000, loss = -54.124, regloss = -41.26969, valid_loss = -53.339, time = 1.148, learning_rate=0.0001000000
820/500000, loss = -49.598, regloss = -42.60174, valid_loss = -52.376, time = 1.152, learning_rate=0.0001000000
840/500000, loss = -48.143, regloss = -43.13771, valid_loss = -49.725, time = 1.143, learning_rate=0.0001000000
860/500000, loss = -55.304, regloss = -44.79189, valid_loss = -43.690, time = 1.158, learning_rate=0.0001000000
880/500000, loss = -51.742, regloss = -45.47794, valid_loss = -43.937, time = 1.140, learning_rate=0.0001000000
900/500000, loss = -54.197, regloss = -46.27967, valid_loss = -52.074, time = 1.168, learning_rate=0.0001000000
920/500000, loss = -55.190, regloss = -47.58576, valid_loss = -57.723, time = 1.146, learning_rate=0.0001000000
940/500000, loss = -55.001, regloss = -48.85874, valid_loss = -57.213, time = 1.144, learning_rate=0.0001000000
960/500000, loss = -53.321, regloss = -49.19558, valid_loss = -43.370, time = 1.161, learning_rate=0.0001000000
980/500000, loss = -60.815, regloss = -49.92904, valid_loss = -54.065, time = 1.165, learning_rate=0.0001000000
1000/500000, loss = -60.700, regloss = -51.36181, valid_loss = -61.972, time = 1.154, learning_rate=0.0001000000
1020/500000, loss = -64.781, regloss = -53.23095, valid_loss = -58.955, time = 1.153, learning_rate=0.0001000000
1040/500000, loss = -43.243, regloss = -54.15661, valid_loss = -56.685, time = 1.167, learning_rate=0.0001000000
1060/500000, loss = -55.221, regloss = -54.40551, valid_loss = -60.306, time = 1.155, learning_rate=0.0001000000
1080/500000, loss = -44.874, regloss = -55.20103, valid_loss = -52.741, time = 1.139, learning_rate=0.0001000000
1100/500000, loss = -62.633, regloss = -55.73251, valid_loss = -64.740, time = 1.174, learning_rate=0.0001000000
1120/500000, loss = -60.184, regloss = -56.39998, valid_loss = -64.534, time = 1.133, learning_rate=0.0001000000
1140/500000, loss = -59.961, regloss = -57.37261, valid_loss = -67.512, time = 1.151, learning_rate=0.0001000000
1160/500000, loss = -64.936, regloss = -58.11693, valid_loss = -65.034, time = 1.159, learning_rate=0.0001000000
1180/500000, loss = -64.147, regloss = -59.12984, valid_loss = -65.545, time = 1.138, learning_rate=0.0001000000
1200/500000, loss = -57.898, regloss = -59.77574, valid_loss = -56.882, time = 1.165, learning_rate=0.0001000000
1220/500000, loss = -47.940, regloss = -57.44275, valid_loss = -47.280, time = 1.174, learning_rate=0.0001000000
1240/500000, loss = -59.151, regloss = -57.13594, valid_loss = -59.207, time = 1.142, learning_rate=0.0001000000
1260/500000, loss = -66.661, regloss = -58.50882, valid_loss = -66.564, time = 1.166, learning_rate=0.0001000000
1280/500000, loss = -70.850, regloss = -59.55361, valid_loss = -70.242, time = 1.159, learning_rate=0.0001000000
1300/500000, loss = -61.921, regloss = -61.11684, valid_loss = -71.767, time = 1.152, learning_rate=0.0001000000
1320/500000, loss = -42.879, regloss = -61.41797, valid_loss = -65.147, time = 1.157, learning_rate=0.0001000000
1340/500000, loss = -70.442, regloss = -61.86915, valid_loss = -66.045, time = 1.155, learning_rate=0.0001000000
1360/500000, loss = -70.116, regloss = -63.09681, valid_loss = -73.429, time = 1.165, learning_rate=0.0001000000
1380/500000, loss = -64.688, regloss = -64.25389, valid_loss = -63.144, time = 1.165, learning_rate=0.0001000000
1400/500000, loss = -67.821, regloss = -64.43594, valid_loss = -72.228, time = 1.157, learning_rate=0.0001000000
1420/500000, loss = -69.460, regloss = -64.92122, valid_loss = -71.222, time = 1.158, learning_rate=0.0001000000
1440/500000, loss = -62.660, regloss = -65.29818, valid_loss = -63.962, time = 1.146, learning_rate=0.0001000000
1460/500000, loss = -66.688, regloss = -63.23401, valid_loss = -68.143, time = 1.166, learning_rate=0.0001000000
1480/500000, loss = -77.323, regloss = -64.79578, valid_loss = -64.642, time = 1.165, learning_rate=0.0001000000
1500/500000, loss = -77.514, regloss = -66.09074, valid_loss = -68.456, time = 1.158, learning_rate=0.0001000000
1520/500000, loss = -76.887, regloss = -67.33728, valid_loss = -78.612, time = 1.165, learning_rate=0.0001000000
1540/500000, loss = -74.556, regloss = -68.24375, valid_loss = -78.991, time = 1.137, learning_rate=0.0001000000
1560/500000, loss = -63.408, regloss = -69.36825, valid_loss = -75.720, time = 1.157, learning_rate=0.0001000000
1580/500000, loss = -74.445, regloss = -70.22009, valid_loss = -82.121, time = 1.163, learning_rate=0.0001000000
1600/500000, loss = -75.039, regloss = -70.31518, valid_loss = -72.907, time = 1.166, learning_rate=0.0001000000
1620/500000, loss = -73.247, regloss = -71.18128, valid_loss = -77.993, time = 1.167, learning_rate=0.0001000000
1640/500000, loss = -74.748, regloss = -71.94178, valid_loss = -79.743, time = 1.173, learning_rate=0.0001000000
1660/500000, loss = -68.100, regloss = -72.84078, valid_loss = -82.485, time = 1.146, learning_rate=0.0001000000
1680/500000, loss = -83.773, regloss = -74.51048, valid_loss = -81.834, time = 1.163, learning_rate=0.0001000000
1700/500000, loss = -76.012, regloss = -75.54445, valid_loss = -85.596, time = 1.163, learning_rate=0.0001000000
1720/500000, loss = -72.265, regloss = -74.44708, valid_loss = -62.334, time = 1.142, learning_rate=0.0001000000
1740/500000, loss = -79.624, regloss = -74.82622, valid_loss = -80.992, time = 1.187, learning_rate=0.0001000000
1760/500000, loss = -83.111, regloss = -74.74679, valid_loss = -65.357, time = 1.193, learning_rate=0.0001000000
1780/500000, loss = -82.199, regloss = -75.45592, valid_loss = -88.564, time = 1.157, learning_rate=0.0001000000
1800/500000, loss = -76.268, regloss = -75.39575, valid_loss = -80.367, time = 1.162, learning_rate=0.0001000000
1820/500000, loss = -82.105, regloss = -76.13587, valid_loss = -88.424, time = 1.163, learning_rate=0.0001000000
1840/500000, loss = -84.296, regloss = -76.95558, valid_loss = -82.004, time = 1.150, learning_rate=0.0001000000
1860/500000, loss = -80.813, regloss = -77.39431, valid_loss = -81.370, time = 1.151, learning_rate=0.0001000000
1880/500000, loss = -81.580, regloss = -78.78822, valid_loss = -81.646, time = 1.198, learning_rate=0.0001000000
1900/500000, loss = -82.634, regloss = -80.00047, valid_loss = -81.936, time = 1.162, learning_rate=0.0001000000
1920/500000, loss = -77.169, regloss = -80.25143, valid_loss = -86.288, time = 1.159, learning_rate=0.0001000000
1940/500000, loss = -74.297, regloss = -80.57346, valid_loss = -88.626, time = 1.172, learning_rate=0.0001000000
1960/500000, loss = -90.694, regloss = -81.42011, valid_loss = -89.074, time = 1.166, learning_rate=0.0001000000
1980/500000, loss = -77.318, regloss = -80.41029, valid_loss = -68.777, time = 1.154, learning_rate=0.0001000000
2000/500000, loss = -80.394, regloss = -80.51500, valid_loss = -78.863, time = 1.160, learning_rate=0.0001000000
2020/500000, loss = -86.052, regloss = -80.96897, valid_loss = -81.539, time = 1.169, learning_rate=0.0001000000
2040/500000, loss = -87.834, regloss = -81.92464, valid_loss = -91.002, time = 1.173, learning_rate=0.0001000000
2060/500000, loss = -87.496, regloss = -83.05684, valid_loss = -88.361, time = 1.157, learning_rate=0.0001000000
2080/500000, loss = -91.270, regloss = -83.95406, valid_loss = -85.935, time = 1.149, learning_rate=0.0001000000
2100/500000, loss = -89.903, regloss = -84.80994, valid_loss = -93.932, time = 1.170, learning_rate=0.0001000000
2120/500000, loss = -88.279, regloss = -85.52019, valid_loss = -82.222, time = 1.177, learning_rate=0.0001000000
2140/500000, loss = -87.972, regloss = -85.81921, valid_loss = -90.023, time = 1.187, learning_rate=0.0001000000
2160/500000, loss = -95.068, regloss = -86.40610, valid_loss = -89.639, time = 1.131, learning_rate=0.0001000000
2180/500000, loss = -65.472, regloss = -86.11756, valid_loss = -84.496, time = 1.205, learning_rate=0.0001000000
2200/500000, loss = -88.787, regloss = -84.86057, valid_loss = -85.016, time = 1.170, learning_rate=0.0001000000
2220/500000, loss = -91.344, regloss = -85.68023, valid_loss = -91.102, time = 1.159, learning_rate=0.0001000000
2240/500000, loss = -97.878, regloss = -87.33159, valid_loss = -98.622, time = 1.154, learning_rate=0.0001000000
2260/500000, loss = -86.026, regloss = -86.58454, valid_loss = -87.348, time = 1.162, learning_rate=0.0001000000
2280/500000, loss = -86.584, regloss = -86.27672, valid_loss = -79.634, time = 1.151, learning_rate=0.0001000000
2300/500000, loss = -90.436, regloss = -87.05893, valid_loss = -95.307, time = 1.143, learning_rate=0.0001000000
2320/500000, loss = -97.863, regloss = -88.53262, valid_loss = -97.652, time = 1.145, learning_rate=0.0001000000
2340/500000, loss = -97.945, regloss = -89.86147, valid_loss = -96.125, time = 1.149, learning_rate=0.0001000000
2360/500000, loss = -98.267, regloss = -90.84605, valid_loss = -95.884, time = 1.157, learning_rate=0.0001000000
2380/500000, loss = -87.562, regloss = -91.17711, valid_loss = -90.190, time = 1.166, learning_rate=0.0001000000
2400/500000, loss = -94.541, regloss = -91.71990, valid_loss = -98.512, time = 1.140, learning_rate=0.0001000000
2420/500000, loss = -99.289, regloss = -92.24756, valid_loss = -91.279, time = 1.157, learning_rate=0.0001000000
2440/500000, loss = -99.999, regloss = -92.52789, valid_loss = -91.065, time = 1.165, learning_rate=0.0001000000
2460/500000, loss = -84.961, regloss = -93.09591, valid_loss = -88.631, time = 1.150, learning_rate=0.0001000000
2480/500000, loss = -90.905, regloss = -92.93927, valid_loss = -97.249, time = 1.179, learning_rate=0.0001000000
2500/500000, loss = -95.179, regloss = -93.29754, valid_loss = -97.796, time = 1.170, learning_rate=0.0001000000
2520/500000, loss = -100.084, regloss = -93.92514, valid_loss = -102.713, time = 1.153, learning_rate=0.0001000000
2540/500000, loss = -84.274, regloss = -94.44795, valid_loss = -100.420, time = 1.162, learning_rate=0.0001000000
2560/500000, loss = -99.198, regloss = -94.97919, valid_loss = -102.192, time = 1.143, learning_rate=0.0001000000
2580/500000, loss = -94.293, regloss = -95.60375, valid_loss = -91.270, time = 1.161, learning_rate=0.0001000000
2600/500000, loss = -86.691, regloss = -95.92069, valid_loss = -91.114, time = 1.145, learning_rate=0.0001000000
2620/500000, loss = -94.057, regloss = -95.84483, valid_loss = -100.397, time = 1.131, learning_rate=0.0001000000
2640/500000, loss = -98.294, regloss = -95.86974, valid_loss = -88.230, time = 1.150, learning_rate=0.0001000000
2660/500000, loss = -95.386, regloss = -95.12439, valid_loss = -97.629, time = 1.189, learning_rate=0.0001000000
2680/500000, loss = -96.305, regloss = -95.23244, valid_loss = -99.880, time = 1.169, learning_rate=0.0001000000
2700/500000, loss = -74.737, regloss = -92.18952, valid_loss = -87.358, time = 1.150, learning_rate=0.0001000000
2720/500000, loss = -94.397, regloss = -91.53658, valid_loss = -95.506, time = 1.133, learning_rate=0.0001000000
2740/500000, loss = -97.079, regloss = -92.58361, valid_loss = -98.679, time = 1.161, learning_rate=0.0001000000
2760/500000, loss = -103.548, regloss = -93.83763, valid_loss = -104.195, time = 1.152, learning_rate=0.0001000000
2780/500000, loss = -97.133, regloss = -94.41099, valid_loss = -100.959, time = 1.145, learning_rate=0.0001000000
2800/500000, loss = -96.204, regloss = -95.52186, valid_loss = -101.233, time = 1.137, learning_rate=0.0001000000
2820/500000, loss = -103.910, regloss = -96.51388, valid_loss = -104.014, time = 1.134, learning_rate=0.0001000000
2840/500000, loss = -108.077, regloss = -97.17936, valid_loss = -78.901, time = 1.143, learning_rate=0.0001000000
2860/500000, loss = -99.171, regloss = -96.78847, valid_loss = -95.234, time = 1.144, learning_rate=0.0001000000
2880/500000, loss = -96.197, regloss = -97.18735, valid_loss = -93.628, time = 1.140, learning_rate=0.0001000000
2900/500000, loss = -100.006, regloss = -97.38448, valid_loss = -100.053, time = 1.121, learning_rate=0.0001000000
2920/500000, loss = -106.972, regloss = -98.17399, valid_loss = -102.841, time = 1.149, learning_rate=0.0001000000
2940/500000, loss = -100.603, regloss = -97.92357, valid_loss = -89.865, time = 1.147, learning_rate=0.0001000000
2960/500000, loss = -101.994, regloss = -98.17213, valid_loss = -99.452, time = 1.139, learning_rate=0.0001000000
2980/500000, loss = -94.376, regloss = -98.50903, valid_loss = -100.191, time = 1.132, learning_rate=0.0001000000
3000/500000, loss = -102.794, regloss = -98.63519, valid_loss = -103.123, time = 1.141, learning_rate=0.0001000000
3020/500000, loss = -106.809, regloss = -99.00876, valid_loss = -108.483, time = 1.130, learning_rate=0.0001000000
3040/500000, loss = -104.095, regloss = -99.22154, valid_loss = -100.893, time = 1.133, learning_rate=0.0001000000
3060/500000, loss = -98.078, regloss = -99.94597, valid_loss = -104.992, time = 1.130, learning_rate=0.0001000000
3080/500000, loss = -92.045, regloss = -100.04234, valid_loss = -102.479, time = 1.122, learning_rate=0.0001000000
3100/500000, loss = -106.692, regloss = -100.63733, valid_loss = -102.989, time = 1.159, learning_rate=0.0001000000
3120/500000, loss = -108.029, regloss = -100.91836, valid_loss = -102.934, time = 1.147, learning_rate=0.0001000000
3140/500000, loss = -97.726, regloss = -101.18041, valid_loss = -105.792, time = 1.130, learning_rate=0.0001000000
3160/500000, loss = -110.911, regloss = -101.83431, valid_loss = -106.810, time = 1.147, learning_rate=0.0001000000
3180/500000, loss = -100.641, regloss = -102.25764, valid_loss = -104.801, time = 1.136, learning_rate=0.0001000000
3200/500000, loss = -108.778, regloss = -102.88315, valid_loss = -105.516, time = 1.133, learning_rate=0.0001000000
3220/500000, loss = -105.681, regloss = -103.33197, valid_loss = -108.922, time = 1.256, learning_rate=0.0001000000
3240/500000, loss = -108.873, regloss = -104.14760, valid_loss = -114.342, time = 1.128, learning_rate=0.0001000000
3260/500000, loss = -96.668, regloss = -104.39151, valid_loss = -107.187, time = 1.117, learning_rate=0.0001000000
3280/500000, loss = -106.440, regloss = -104.36714, valid_loss = -109.430, time = 1.129, learning_rate=0.0001000000
3300/500000, loss = -106.311, regloss = -104.17223, valid_loss = -110.688, time = 1.127, learning_rate=0.0001000000
3320/500000, loss = -97.144, regloss = -103.49024, valid_loss = -104.445, time = 1.142, learning_rate=0.0001000000
3340/500000, loss = -83.989, regloss = -102.87499, valid_loss = -99.286, time = 1.133, learning_rate=0.0001000000
3360/500000, loss = -97.008, regloss = -99.92968, valid_loss = -92.914, time = 1.121, learning_rate=0.0001000000
3380/500000, loss = -89.614, regloss = -99.07095, valid_loss = -88.457, time = 1.157, learning_rate=0.0001000000
3400/500000, loss = -102.894, regloss = -99.45798, valid_loss = -106.882, time = 1.130, learning_rate=0.0001000000
3420/500000, loss = -109.125, regloss = -99.75265, valid_loss = -102.319, time = 1.116, learning_rate=0.0001000000
3440/500000, loss = -109.382, regloss = -101.17711, valid_loss = -109.133, time = 1.120, learning_rate=0.0001000000
3460/500000, loss = -107.754, regloss = -102.35549, valid_loss = -95.930, time = 1.114, learning_rate=0.0001000000
3480/500000, loss = -108.358, regloss = -103.11837, valid_loss = -93.657, time = 1.120, learning_rate=0.0001000000
3500/500000, loss = -102.785, regloss = -101.37263, valid_loss = -96.642, time = 1.141, learning_rate=0.0001000000
3520/500000, loss = -104.964, regloss = -101.55092, valid_loss = -105.876, time = 1.128, learning_rate=0.0001000000
3540/500000, loss = -105.917, regloss = -102.32160, valid_loss = -110.228, time = 1.122, learning_rate=0.0001000000
3560/500000, loss = -107.746, regloss = -103.65917, valid_loss = -109.829, time = 1.127, learning_rate=0.0001000000
3580/500000, loss = -105.462, regloss = -104.36969, valid_loss = -108.520, time = 1.139, learning_rate=0.0001000000
3600/500000, loss = -105.856, regloss = -104.90233, valid_loss = -112.809, time = 1.123, learning_rate=0.0001000000
3620/500000, loss = -109.958, regloss = -105.81939, valid_loss = -110.865, time = 1.155, learning_rate=0.0001000000
3640/500000, loss = -103.686, regloss = -105.99586, valid_loss = -109.328, time = 1.114, learning_rate=0.0001000000
3660/500000, loss = -103.848, regloss = -106.36940, valid_loss = -112.009, time = 1.114, learning_rate=0.0001000000
3680/500000, loss = -113.944, regloss = -106.77845, valid_loss = -97.285, time = 1.130, learning_rate=0.0001000000
3700/500000, loss = -105.768, regloss = -106.57146, valid_loss = -108.772, time = 1.102, learning_rate=0.0001000000
3720/500000, loss = -113.643, regloss = -107.52377, valid_loss = -112.202, time = 1.114, learning_rate=0.0001000000
3740/500000, loss = -104.576, regloss = -108.19180, valid_loss = -108.191, time = 1.109, learning_rate=0.0001000000
3760/500000, loss = -109.599, regloss = -108.56987, valid_loss = -102.300, time = 1.147, learning_rate=0.0001000000
3780/500000, loss = -86.175, regloss = -108.64821, valid_loss = -95.128, time = 1.108, learning_rate=0.0001000000
3800/500000, loss = -109.930, regloss = -108.00408, valid_loss = -112.247, time = 1.109, learning_rate=0.0001000000
3820/500000, loss = -110.395, regloss = -108.79381, valid_loss = -118.555, time = 1.123, learning_rate=0.0001000000
3840/500000, loss = -111.876, regloss = -108.22328, valid_loss = -110.505, time = 1.095, learning_rate=0.0001000000
